candidate_id,district,neighborhood,lot,address,원본주소,시도,시군구,법정동,산여부,필지구분코드,본번,부번,법정동코드,PNU,parcel_polygon_geojson,필지매칭성공,필지매칭방식,parcel_source_shp,지번토큰,주소파싱성공,mgmt_status,asset_type,asset_class,land_category,area_sqm,lat,lon,youth_zone,extra_zone,special_zone,final_judgment,judgment_note,land_review,zone_interpret,ai1,ai1_note,area_band,area_review,area_note,ai2,ai2_note,merge_review,nearest_exit_station_id,nearest_exit_no,exit_distance_m,exit_review,exit_350,ai3,ai3_note,zone_main,zone_sub,special_zone_raw,land_score,land_score_note,zone_score,special_review_needed,area_score,main_lot,small_lot_for_merge,same_main_lot_small_count,merge_score,merge_note,nearest_station_exit_text,exit_score,total_score,ai_reason,non_spatial_base_score,refilter_hard_status,refilter_asset_type,refilter_project_type,refilter_policy_type_stage1,refilter_policy_note,refilter_followup,old_exit_350_reference,nearest_station_point,nearest_station_line,nearest_station_point_distance_m,nearest_station_image_available,사업유형,자산유형점수,지목검토등급,지목점수,용도지역검토등급,용도지역점수,특별검토필요,면적검토등급,면적점수,역세권판정상태,역세권예비구간,역세권후보분류,역세권점수,공간판정신뢰도,역세권판정근거,가장가까운역,역범위이미지검토,승강장경계재판정필요,정책유형,정책적합점수,최종점수,최종검토등급,AI추천사유
107,구로구,구로동,768-17,서울특별시 구로구 구로동 768-17,서울특별시 구로구 구로동 768-17,서울특별시,구로구,구로동,0,1,768,17,1153010200,1153010200107680017,"{""type"":""Polygon"",""coordinates"":[[[126.88997819066238,37.488832605316915],[126.88991497757301,37.48884555427693],[126.89001640255795,37.48892123064517],[126.89003530952682,37.488904222809005],[126.8900991276935,37.48887113232739],[126.89016476419842,37.48883173735073],[126.89011314138314,37.48879817727818],[126.89008787955699,37.48881533238653],[126.8900504718137,37.48882683678135],[126.89004963717643,37.48882540340285],[126.89001344627665,37.48883137853493],[126.88997819066238,37.488832605316915]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11530_LAND_INFO_BASE_MAP_202501\11530.shp,768-17,True,대부(입찰)검토재산,토지,일반재산,대,130.0,37.488851,126.8900357,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역",UQA330,,가능후보,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역 확인",우선검토,준공업지역,조건부 우선검토,지목(대)은 우선검토 대상; 준공업지역 포함: 주거/오피스텔 가능성은 있으나 서울시 조례·공장부지 여부 확인 필요,90~149㎡,소규모 조건부검토,90~149㎡: 서울 주거지역 기준은 충족하지만 청년주택 신축 후보로는 작음,조건부 우선검토,지목(대)은 우선검토 대상; 준공업지역 포함: 주거/오피스텔 가능성은 있으나 서울시 조례·공장부지 여부 확인 필요; 90~149㎡: 서울 주거지역 기준은 충족하지만 청년주택 신축 후보로는 작음,단독 또는 결합 검토,1.0,1007000745.0,6.0,140.5,350m 역세권,Y,최우선검토,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역",UQA330,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,15.0,768.0,True,1.0,6.0,90~149㎡ 구간이라 단독과 결합 가능성을 함께 볼 수 있습니다.,1007000745.0 6.0번 출입구,25.0,111.0,,86.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,350m 역세권,남구로,7호선,396.3,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",남구로,권장,False,기타 후보지,0,102,추가검토,
110,구로구,궁동,252-35,서울특별시 구로구 궁동 252-35,서울특별시 구로구 궁동 252-35,서울특별시,구로구,궁동,0,1,252,35,1153010900,1153010900102520035,"{""type"":""Polygon"",""coordinates"":[[[126.8297088315782,37.502904596668344],[126.82971799088463,37.50294649937938],[126.82972081693873,37.502960016720564],[126.8298644723396,37.50294104852683],[126.82986304731469,37.50293608283989],[126.82985201135926,37.50289732104213],[126.8298499085266,37.5028900297867],[126.8298119425789,37.502893668313575],[126.8297088315782,37.502904596668344]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11530_LAND_INFO_BASE_MAP_202501\11530.shp,252-35,True,대부(입찰)검토재산,토지,일반재산,대,73.0,37.50292525,126.8297797,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역",UQA330,,가능후보,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역 확인",우선검토,준공업지역,조건부 우선검토,지목(대)은 우선검토 대상; 준공업지역 포함: 주거/오피스텔 가능성은 있으나 서울시 조례·공장부지 여부 확인 필요,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(대)은 우선검토 대상; 준공업지역 포함: 주거/오피스텔 가능성은 있으나 서울시 조례·공장부지 여부 확인 필요; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침; 면적 기준 반영으로 조건부 우선검토 -> 추가검토,소규모 필지결합 검토,1.0,1001000145.0,3.0,1216.8,역세권 약함,N,추가검토,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역",UQA330,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,252.0,True,1.0,8.0,60~89㎡ 구간이라 단독 개발보다 결합 검토가 유리할 수 있습니다.,1001000145.0 3.0번 출입구,4.0,85.0,,81.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,역세권 약함,온수(성공회대입구),"7호선, 경인선",1306.7,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",온수(성공회대입구),권장,False,기타 후보지,0,102,추가검토,
112,구로구,신도림동,281-7,서울특별시 구로구 신도림동 281-7,서울특별시 구로구 신도림동 281-7,서울특별시,구로구,신도림동,0,1,281,7,1153010100,1153010100102810007,"{""type"":""Polygon"",""coordinates"":[[[126.8789625590886,37.51220416299196],[126.8790391791527,37.51216236102429],[126.87899039886483,37.51210646414531],[126.87894613044001,37.512058318700056],[126.87894447918949,37.512192704419604],[126.8789625590886,37.51220416299196]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11530_LAND_INFO_BASE_MAP_202501\11530.shp,281-7,True,대부(입찰)검토재산,토지,일반재산,잡종지,76.0,37.51213568,126.8789657,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역",UQA330,,가능후보,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역 확인",우선검토,준공업지역,조건부 우선검토,지목(잡종지)은 우선검토 대상; 준공업지역 포함: 주거/오피스텔 가능성은 있으나 서울시 조례·공장부지 여부 확인 필요,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(잡종지)은 우선검토 대상; 준공업지역 포함: 주거/오피스텔 가능성은 있으나 서울시 조례·공장부지 여부 확인 필요; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침; 면적 기준 반영으로 조건부 우선검토 -> 추가검토,소규모 필지결합 우선검토,2.0,1002002341.0,1.0,395.1,500m 근접권,N,추가검토,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 제1종일반주거지역, 근린상업지역",UQA330,,30.0,지목이 잡종지라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,281.0,True,2.0,11.0,60~89㎡ 구간이며 인접 소규모 필지가 있어 결합 우선 검토가 가능합니다.,1002002341.0 1.0번 출입구,18.0,102.0,,84.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,500m 근접권,도림천,2호선,411.9,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",도림천,권장,False,기타 후보지,0,102,추가검토,
199,동작구,노량진동,304-52,서울특별시 동작구 노량진동 304-52,서울특별시 동작구 노량진동 304-52,서울특별시,동작구,노량진동,0,1,304,52,,,,False,,,304-52,True,매각(입찰)검토재산,토지,일반재산,대,73.0,37.50867956,126.9381206,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 일반상업지역, 근린상업지역, 제1종일반주거지역",제1종전용주거지역,,가능후보,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 일반상업지역, 근린상업지역, 제1종일반주거지역 확인",우선검토,제1종전용주거지역,추가검토,지목(대)은 우선검토 대상; 제1종전용주거지역 포함: 청년주택 규모·용도 적합성 낮아 추가검토,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(대)은 우선검토 대상; 제1종전용주거지역 포함: 청년주택 규모·용도 적합성 낮아 추가검토; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,소규모 필지결합 검토,1.0,1007000740.0,5.0,232.0,350m 역세권,Y,역세권 추가검토,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 일반상업지역, 근린상업지역, 제1종일반주거지역",제1종전용주거지역,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,304.0,True,1.0,8.0,60~89㎡ 구간이라 단독 개발보다 결합 검토가 유리할 수 있습니다.,1007000740.0 5.0번 출입구,25.0,106.0,,81.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,350m 역세권,장승배기,7호선,430.2,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",장승배기,권장,False,기타 후보지,0,102,추가검토,
217,동작구,본동,18-7,서울특별시 동작구 본동 18-7,서울특별시 동작구 본동 18-7,서울특별시,동작구,본동,0,1,18,7,1159010400,1159010400100180007,"{""type"":""Polygon"",""coordinates"":[[[126.95727547835601,37.51102626530877],[126.9573523118013,37.511013684419375],[126.95731843297501,37.51089073824313],[126.95728810307797,37.51089560621866],[126.95727547835601,37.51102626530877]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11590_LAND_INFO_BASE_MAP_202501\11590.shp,18-7,True,대부(입찰)검토재산,토지,일반재산,대,69.0,37.51094049,126.9572827,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 일반상업지역, 근린상업지역, 제1종일반주거지역",제1종전용주거지역,,가능후보,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 일반상업지역, 근린상업지역, 제1종일반주거지역 확인",우선검토,제1종전용주거지역,추가검토,지목(대)은 우선검토 대상; 제1종전용주거지역 포함: 청년주택 규모·용도 적합성 낮아 추가검토,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(대)은 우선검토 대상; 제1종전용주거지역 포함: 청년주택 규모·용도 적합성 낮아 추가검토; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,소규모 필지결합 우선검토,4.0,1009000918.0,5.0,294.7,350m 역세권,Y,역세권 추가검토,"제2종일반주거지역, 준주거지역, 제3종일반주거지역, 일반상업지역, 근린상업지역, 제1종일반주거지역",제1종전용주거지역,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,18.0,True,4.0,11.0,60~89㎡ 구간이며 인접 소규모 필지가 있어 결합 우선 검토가 가능합니다.,1009000918.0 5.0번 출입구,25.0,109.0,,84.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,350m 역세권,노들,9호선,418.5,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",노들,권장,False,기타 후보지,0,102,추가검토,
345,성북구,성북동,217-29,서울특별시 성북구 성북동 217-29,서울특별시 성북구 성북동 217-29,서울특별시,성북구,성북동,0,1,217,29,1129010100,1129010100102170029,"{""type"":""Polygon"",""coordinates"":[[[126.99275406606485,37.59232659456877],[126.99280262094,37.59229197331783],[126.99283496024167,37.59226908288045],[126.99275067626954,37.59221858343861],[126.99271770083871,37.592250815299025],[126.99267243060063,37.592321378191244],[126.99270128564183,37.59233585531654],[126.99275406606485,37.59232659456877]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11290_LAND_INFO_BASE_MAP_202501\11290.shp,217-29,True,대부(입찰)검토재산,토지,일반재산,대,75.75,37.59227322,126.9927344,"제2종일반주거지역, 준주거지역",,,가능후보,"제2종일반주거지역, 준주거지역 확인",우선검토,,우선검토,지목(대)은 우선검토 대상,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(대)은 우선검토 대상; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침; 면적 기준 반영으로 우선검토 -> 추가검토,소규모 필지결합 우선검토,2.0,1004000420.0,4.0,1139.9,역세권 약함,N,추가검토,"제2종일반주거지역, 준주거지역",,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,217.0,True,2.0,11.0,60~89㎡ 구간이며 인접 소규모 필지가 있어 결합 우선 검토가 가능합니다.,1004000420.0 4.0번 출입구,4.0,88.0,,84.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,역세권 약함,한성대입구(삼선교),4호선,1261.8,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",한성대입구(삼선교),권장,False,기타 후보지,0,102,추가검토,
350,성북구,정릉동,992-14,서울특별시 성북구 정릉동 992-14,서울특별시 성북구 정릉동 992-14,서울특별시,성북구,정릉동,0,1,992,14,1129013300,1129013300109920014,"{""type"":""Polygon"",""coordinates"":[[[127.00146218525755,37.61715835461991],[127.00149003440897,37.617170213078246],[127.00150418052104,37.61718092384649],[127.00152303189319,37.617198986616074],[127.0015233708182,37.61721158332763],[127.00154998106107,37.61717861041709],[127.00162069548081,37.61716271693624],[127.00164423335588,37.61715791974944],[127.0016675457988,37.617151861177646],[127.00165872472368,37.61710738311819],[127.00163422721403,37.61709929618981],[127.00152668860868,37.617110705942785],[127.00151112237928,37.61711172876476],[127.00149817054539,37.6171226795406],[127.0014725035529,37.61714250250517],[127.00146218525755,37.61715835461991]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11290_LAND_INFO_BASE_MAP_202501\11290.shp,992-14,True,매각(입찰)검토재산,토지,일반재산,대,111.0,37.61713492,127.0015533,"제2종일반주거지역, 준주거지역",,,가능후보,"제2종일반주거지역, 준주거지역 확인",우선검토,,우선검토,지목(대)은 우선검토 대상,90~149㎡,소규모 조건부검토,90~149㎡: 서울 주거지역 기준은 충족하지만 청년주택 신축 후보로는 작음,조건부 우선검토,지목(대)은 우선검토 대상; 90~149㎡: 서울 주거지역 기준은 충족하지만 청년주택 신축 후보로는 작음; 면적 기준 반영으로 우선검토 -> 조건부 우선검토,단독 또는 결합 검토,1.0,1099004709.0,1.0,803.2,역세권 약함,N,조건부 우선검토,"제2종일반주거지역, 준주거지역",,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,15.0,992.0,True,1.0,6.0,90~149㎡ 구간이라 단독과 결합 가능성을 함께 볼 수 있습니다.,1099004709.0 1.0번 출입구,4.0,90.0,,86.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,역세권 약함,북한산보국문,우이신설선,815.5,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",북한산보국문,권장,False,기타 후보지,0,102,추가검토,
352,성북구,종암동,125-162,서울특별시 성북구 종암동 125-162,서울특별시 성북구 종암동 125-162,서울특별시,성북구,종암동,0,1,125,162,1129013500,1129013500101250162,"{""type"":""Polygon"",""coordinates"":[[[127.0269117487064,37.5996579074303],[127.0269026350464,37.599651390839185],[127.02685995374831,37.59961385627117],[127.02684466739139,37.599623146261834],[127.02679918979494,37.59960331767913],[127.02678306194089,37.59961544056818],[127.02680780469957,37.59965582817294],[127.02683329428808,37.59970089805187],[127.0269117487064,37.5996579074303]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11290_LAND_INFO_BASE_MAP_202501\11290.shp,125-162,True,매각(입찰)검토재산,토지,일반재산,대,60.0,37.59965182,127.0268502,"제2종일반주거지역, 준주거지역",,,가능후보,"제2종일반주거지역, 준주거지역 확인",우선검토,,우선검토,지목(대)은 우선검토 대상,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(대)은 우선검토 대상; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침; 면적 기준 반영으로 우선검토 -> 추가검토,소규모 필지결합 우선검토,15.0,1004000417.0,2.0,321.7,350m 역세권,Y,역세권 추가검토,"제2종일반주거지역, 준주거지역",,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,125.0,True,15.0,11.0,60~89㎡ 구간이며 인접 소규모 필지가 있어 결합 우선 검토가 가능합니다.,1004000417.0 2.0번 출입구,25.0,109.0,,84.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,350m 역세권,길음,4호선,446.6,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",길음,권장,False,기타 후보지,0,102,추가검토,
353,성북구,종암동,125-163,서울특별시 성북구 종암동 125-163,서울특별시 성북구 종암동 125-163,서울특별시,성북구,종암동,0,1,125,163,1129013500,1129013500101250163,"{""type"":""Polygon"",""coordinates"":[[[127.02701336747268,37.599721458130034],[127.02693619696075,37.5996444446537],[127.0269117487064,37.5996579074303],[127.02683329428808,37.59970089805187],[127.02685960678005,37.59974489645959],[127.02692341878094,37.59972888302586],[127.02696409071193,37.59972088375408],[127.02701336747268,37.599721458130034]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11290_LAND_INFO_BASE_MAP_202501\11290.shp,125-163,True,매각(입찰)검토재산,토지,일반재산,대,89.0,37.59967759,127.0269156,"제2종일반주거지역, 준주거지역",,,가능후보,"제2종일반주거지역, 준주거지역 확인",우선검토,,우선검토,지목(대)은 우선검토 대상,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(대)은 우선검토 대상; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침; 면적 기준 반영으로 우선검토 -> 추가검토,소규모 필지결합 우선검토,15.0,1004000417.0,2.0,323.1,350m 역세권,Y,역세권 추가검토,"제2종일반주거지역, 준주거지역",,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,125.0,True,15.0,11.0,60~89㎡ 구간이며 인접 소규모 필지가 있어 결합 우선 검토가 가능합니다.,1004000417.0 2.0번 출입구,25.0,109.0,,84.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,350m 역세권,길음,4호선,446.0,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",길음,권장,False,기타 후보지,0,102,추가검토,
354,성북구,종암동,125-164,서울특별시 성북구 종암동 125-164,서울특별시 성북구 종암동 125-164,서울특별시,성북구,종암동,0,1,125,164,1129013500,1129013500101250164,"{""type"":""Polygon"",""coordinates"":[[[127.02706761854529,37.599692964478976],[127.0270073001885,37.59960905280067],[127.02693619696075,37.5996444446537],[127.02701336747268,37.599721458130034],[127.02706840860141,37.59969509243817],[127.02706761854529,37.599692964478976]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11290_LAND_INFO_BASE_MAP_202501\11290.shp,125-164,True,매각(입찰)검토재산,토지,일반재산,대,69.0,37.59966695,127.0269986,"제2종일반주거지역, 준주거지역",,,가능후보,"제2종일반주거지역, 준주거지역 확인",우선검토,,우선검토,지목(대)은 우선검토 대상,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(대)은 우선검토 대상; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침; 면적 기준 반영으로 우선검토 -> 추가검토,소규모 필지결합 우선검토,15.0,1004000417.0,2.0,328.7,350m 역세권,Y,역세권 추가검토,"제2종일반주거지역, 준주거지역",,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,125.0,True,15.0,11.0,60~89㎡ 구간이며 인접 소규모 필지가 있어 결합 우선 검토가 가능합니다.,1004000417.0 2.0번 출입구,25.0,109.0,,84.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,350m 역세권,길음,4호선,449.8,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",길음,권장,False,기타 후보지,0,102,추가검토,
355,성북구,종암동,125-165,서울특별시 성북구 종암동 125-165,서울특별시 성북구 종암동 125-165,서울특별시,성북구,종암동,0,1,125,165,1129013500,1129013500101250165,"{""type"":""Polygon"",""coordinates"":[[[127.0271399793925,37.59968123498062],[127.02713562733982,37.599665019947956],[127.02711239686245,37.599595366980445],[127.0270747775805,37.599564786976345],[127.02701987231133,37.599600195885934],[127.0270073001885,37.59960905280067],[127.02706761854529,37.599692964478976],[127.02708974384589,37.59967221228641],[127.0271399793925,37.59968123498062]]]}",True,지번,C:\Users\samsung\OneDrive\Desktop\2024년+12월+LX맵_필지_서울특별시(구+국토정보기본도(필지))\AL_11290_LAND_INFO_BASE_MAP_202501\11290.shp,125-165,True,매각(입찰)검토재산,토지,일반재산,대,83.0,37.59963535,127.0270696,"제2종일반주거지역, 준주거지역",,,가능후보,"제2종일반주거지역, 준주거지역 확인",우선검토,,우선검토,지목(대)은 우선검토 대상,60~89㎡,매우소규모 추가검토,60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침,추가검토,지목(대)은 우선검토 대상; 60~89㎡: 법령 하한은 넘지만 서울 주거지역 90㎡ 기준에는 못 미침; 면적 기준 반영으로 우선검토 -> 추가검토,소규모 필지결합 우선검토,15.0,1004000417.0,2.0,335.5,350m 역세권,Y,역세권 추가검토,"제2종일반주거지역, 준주거지역",,,30.0,지목이 대라서 주거시설 후보지로 우선 검토할 수 있습니다.,35.0,False,8.0,125.0,True,15.0,11.0,60~89㎡ 구간이며 인접 소규모 필지가 있어 결합 우선 검토가 가능합니다.,1004000417.0 2.0번 출입구,25.0,109.0,,84.0,통과,토지,토지 신축형,역세권/안심주택형 정밀판정 필요,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",가장 가까운 역 범위이미지 기준으로 250m/350m 정밀 판정,350m 역세권,길음,4호선,455.5,Y,토지 신축형,25,우선검토,30,최우선 검토,35,False,추가검토,12,예비판정,350m 초과,비역세권 후보,0,중간,"기존 출입구 350m를 하드필터에서 제거했고, 250m/350m는 이미지 기반으로 다시 판정해야 함",길음,권장,False,기타 후보지,0,102,추가검토,
